ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
10958,amigo,10,-1,8,"El desastre de Turbocat supuso a Joel y sus dos amigos "" 29 horas de retraso , perder un día de trabajo y gastar más de 300 euros "" ( 50.000 pesetas , entre hotel y manutención ) que nadie les abonará . ",Masc,conj,Plur,5,"El desastre de Turbocat supuso a Joel y sus dos amigas "" 29 horas de retraso , perder un día de trabajo y gastar más de 300 euros "" ( 50.000 pesetas , entre hotel y manutención ) que nadie les abonará . ",10,Fem
10976,negociador,3,4,2,"Uno de los negociadores palestinos , Ahmed Karei , acompañaba estas declaraciones con la advertencia de que si no se producen cambios en la propuesta de paz de Clinton , "" no será posible lograr un acuerdo de paz en el futuro cercano "" . ",Masc,nmod,Plur,5,"Uno de las negociadoras palestinas , Ahmed Karei , acompañaba estas declaraciones con la advertencia de que si no se producen cambios en la propuesta de paz de Clinton , "" no será posible lograr un acuerdo de paz en el futuro cercano "" . ",3,Fem
10981,ministro,34,33,32,""" Cuando la ley se refiere a que un jefe de Gobierno que presentó su dimisión tiene plenos poderes , lo hace para impedir un vacío de poder , no para que el primer ministro llegue en esta época al acuerdo más trascendental de la historia del Estado "" , escribió Rubinstein en su misiva . ",Masc,nsubj,Sing,4,""" Cuando la ley se refiere a que un jefe de Gobierno que presentó su dimisión tiene plenos poderes , lo hace para impedir un vacío de poder , no para que la primea ministra llegue en esta época al acuerdo más trascendental de la historia del Estado "" , escribió Rubinstein en su misiva . ",34,Fem
10985,poeta,1,-1,0,"El poeta reunía todas las cualidades inherentes a la infancia , esas que están siempre presentes en la obra de los grandes genios . ",Masc,nsubj,Sing,3,"La poetisa reunía todas las cualidades inherentes a la infancia , esas que están siempre presentes en la obra de los grandes genios . ",1,Fem
10988,poeta,9,10,8,"Nunca fue superfluo , al contrario , fue un poeta esencial . ",Masc,advcl,Sing,8,"Nunca fue superfluo , a la contrario , fue una poetisa esencial . ",10,Fem
11015,hombre,22,-1,-1,El plan formulado por Milosevic incluye reducir la presencia en suelo kosovar de una fuerza militar serbia hasta los 11.000 o 12.000 hombres . ,Masc,obl,Plur,7,El plan formulado por Milosevic incluye reducir la presencia en suelo kosovar de una fuerza militar serbia hasta los 11.000 o 12.000 mujeres . ,22,Fem
11016,palestino,18,-1,17,"El escritor israelí Amos Oz , partidario del establecimiento de un Estado palestino independiente , considera que los palestinos "" mantienen en paralelo dos guerras , una por su independencia , que toda persona sensata sostiene , y otra para destruir Israel en nombre de un islam fanático "" . ",Masc,nsubj,Plur,3,"El escritor israelí Amos Oz , partidario del establecimiento de un Estado palestino independiente , considera que las palestinas "" mantienen en paralelo dos guerras , una por su independencia , que toda persona sensata sostiene , y otra para destruir Israel en nombre de un islam fanático "" . ",18,Fem
11063,mujer,24,-1,23,Destacó el empeño de Aznar por incorporar mujeres a altas responsabilidades y criticó al PSOE porque sólo se le ha ocurrido presentar a una mujer a la presidencia del Senado cuando Aznar propuso a Esperanza Aguirre . ,Fem,obj,Sing,4,Destacó el empeño de Aznar por incorporar mujeres a altas responsabilidades y criticó al PSOE porque sólo se le ha ocurrido presentar a un hombre a la presidencia del Senado cuando Aznar propuso a Esperanza Aguirre . ,24,Masc
11064,jubilado,2,-1,1,"A los jubilados les dijo : "" Nunca les pediremos el voto a cambio de una pensión "" . ",Masc,iobj,Plur,4,"A las jubiladas les dijo : "" Nunca les pediremos el voto a cambio de una pensión "" . ",2,Fem
11065,secretario,2,3,0,"El nuevo secretario general no se olvidó de los ataques al PSOE , que arrancaron los aplausos del auditorio . ",Masc,nsubj,Sing,5,"La nueva secretaria general no se olvidó de los ataques al PSOE , que arrancaron los aplausos del auditorio . ",2,Fem
11081,empresario,37,39,-1,"¿ Son conscientes los políticos y la Administración de que lo que en principio se presentó como una nueva economía productiva resulta destructiva , poluciona el medio ambiente , propicia el holocausto animal y arruina a pequeños empresarios recién venidos a ganaderos ? . ",Masc,obj,Plur,8,"¿ Son conscientes los políticos y la Administración de que lo que en principio se presentó como una nueva economía productiva resulta destructiva , poluciona el medio ambiente , propicia el holocausto animal y arruina a pequeñas empresarias recién venidas a ganaderos ? . ",37,Fem
11082,autor,23,-1,22,"Pese a que los grupos antisistema emplean como estandarte la tasa Tobin , impuesto sobre el movimiento especulativo de los capitales , su autor declaró ayer que no tiene ningún punto en común con los "" rompedores de ventanas "" antimundialización . ",Masc,nsubj,Sing,3,"Pese a que los grupos antisistema emplean como estandarte la tasa Tobin , impuesto sobre el movimiento especulativo de los capitales , su autora declaró ayer que no tiene ningún punto en común con los "" rompedores de ventanas "" antimundialización . ",23,Fem
11093,alumno,11,12,-1,"En una lista provisional aparecida el día 2 figuraban los 68 alumnos peticionarios , pero una semana después , en la lista definitiva , sólo estaban 35 . ",Masc,nsubj,Plur,5,"En una lista provisional aparecida el día 2 figuraban los 68 alumnas peticionarias , pero una semana después , en la lista definitiva , sólo estaban 35 . ",11,Fem
11118,diputado,35,-1,-1,"En un clima tenso , el ministro de Exteriores Igor Ivanov acusó a la OTAN de querer separar a Kosovo de Yugoslavia , y en la Duma las discusiones caldearon tanto el ambiente que dos diputados se enzarzaron a puñetazos . ",Masc,nsubj,Plur,3,"En un clima tenso , el ministro de Exteriores Igor Ivanov acusó a la OTAN de querer separar a Kosovo de Yugoslavia , y en la Duma las discusiones caldearon tanto el ambiente que dos diputadas se enzarzaron a puñetazos . ",35,Fem
11120,ministro,2,1,0,"El primer ministro se sumó a la retórica antioccidental y , al llegar a Moscú , acusó a la OTAN de sabotear sus esfuerzos y de reanudar el bombardeo antes de que él llegara a Alemania . ",Masc,nsubj,Sing,4,"La primea ministra se sumó a la retórica antioccidental y , al llegar a Moscú , acusó a la OTAN de sabotear sus esfuerzos y de reanudar el bombardeo antes de que él llegara a Alemania . ",2,Fem
11139,ciudadano,2,-1,-1,"Miles de ciudadanos se manifestaron ayer en toda España para condenar el asesinato , a manos de ETA , del ex gobernador civil de Guipúzcoa Juan María Jáuregui . ",Masc,nmod,Plur,3,"Miles de ciudadanas se manifestaron ayer en toda España para condenar el asesinato , a manos de ETA , del ex gobernador civil de Guipúzcoa Juan María Jáuregui . ",2,Fem
11151,aficionado,14,-1,13,Las gradas fueron pintadas con los colores de la bandera de EEUU y los aficionados llevaron símbolos y pancartas que invitaban al optimismo frente a la crisis . ,Masc,nsubj,Plur,3,Las gradas fueron pintadas con los colores de la bandera de EEUU y las aficionadas llevaron símbolos y pancartas que invitaban al optimismo frente a la crisis . ,14,Fem
11163,padre,7,-1,6,"Lucía Pinochet Hiriart negó ayer que su padre vaya a abandonar la urbanización Los Boldos , en Bucalemu , donde cumple el arresto domiciliario , para ser trasladado al Hospital Militar de Santiago . ",Masc,nsubj,Sing,3,"Lucía Pinochet Hiriart negó ayer que su madre vaya a abandonar la urbanización Los Boldos , en Bucalemu , donde cumple el arresto domiciliario , para ser trasladado al Hospital Militar de Santiago . ",7,Fem
11170,empresario,25,-1,24,"El azul era empleado para la Policía , el verde para la Guardia Civil , el marrón para los militares y el francés para los empresarios . ",Masc,nmod,Plur,4,"El azul era empleado para la Policía , el verde para la Guardia Civil , el marrón para los militares y el francés para las empresarias . ",25,Fem
11179,acusado,1,-1,0,"Este acusado identificó en 1997 , cuando se arrepintió , las habitaciones del palacio en las que supuestamente se interrogó a Lasa y Zabala . ",Masc,nsubj,Sing,3,"Esta acusada identificó en 1997 , cuando se arrepintió , las habitaciones del palacio en las que supuestamente se interrogó a Lasa y Zabala . ",1,Fem
11186,poeta,4,5,3,"Batlle aseguró que el poeta argentino por fin "" ha podido encontrar a la persona , que cree con toda seguridad que es su nieta "" . ",Masc,nsubj,Sing,4,"Batlle aseguró que la poetisa argentina por fin "" ha podido encontrar a la persona , que cree con toda seguridad que es su nieta "" . ",4,Fem
11187,presidente,1,2,0,"El presidente uruguayo añadió que se llevarán a cabo exámenes médicos para confirmar que existe una relación de parentesco entre la chica , que en la actualidad tiene 24 años , y el célebre poeta . ",Masc,nsubj,Sing,4,"La presidenta uruguaya añadió que se llevarán a cabo exámenes médicos para confirmar que existe una relación de parentesco entre la chica , que en la actualidad tiene 24 años , y el célebre poeta . ",1,Fem
11188,nieta,23,-1,22,"Gelman había intentado en vano que el predecesor de Batlle , Julio Maria Sanguinetti , le brindara su colaboración para encontrar a su nieta . ",Fem,obj,Sing,4,"Gelman había intentado en vano que el predecesor de Batlle , Julio Maria Sanguinetti , le brindara su colaboración para encontrar a su nieto . ",23,Masc
11189,poeta,1,-1,0,"El poeta , en una carta abierta , le reclamó su apoyo . ",Masc,nsubj,Sing,3,"La poetisa , en una carta abierta , le reclamó su apoyo . ",1,Fem
11192,hijo,1,-1,0,Su hijo también fue asesinado . ,Masc,nsubj,Sing,3,Su hija también fue asesinado . ,1,Fem
11196,poeta,2,-1,1,"Según el poeta , "" la persona que busco nació en Uruguay , vive en Uruguay y es muy querida por sus padres adoptivos "" . ",Masc,obl,Sing,5,"Según la poetisa , "" la persona que busco nació en Uruguay , vive en Uruguay y es muy querida por sus padres adoptivos "" . ",2,Fem
11196,padre,22,23,21,"Según el poeta , "" la persona que busco nació en Uruguay , vive en Uruguay y es muy querida por sus padres adoptivos "" . ",Masc,obj,Plur,5,"Según el poeta , "" la persona que busco nació en Uruguay , vive en Uruguay y es muy querida por sus madres adoptivas "" . ",22,Fem
11198,niño,16,-1,15,"Sanguinetti , poco antes del traspaso de poderes , se limitó a decir que "" ningún niño ha desaparecido en Uruguay "" . ",Masc,nsubj,Sing,3,"Sanguinetti , poco antes del traspaso de poderes , se limitó a decir que "" ninguna niña ha desaparecido en Uruguay "" . ",16,Fem
11220,marinero,33,-1,-1,"El parlamentario Joseba Arregi , los hermanos Guevara y hasta Iñaki Anasagasti han levantado la voz , pero Arzalluz ha acallado las críticas de forma abrupta : "" Donde hay patrón no manda marinero "" . ",Masc,nsubj,Sing,2,"El parlamentario Joseba Arregi , los hermanos Guevara y hasta Iñaki Anasagasti han levantado la voz , pero Arzalluz ha acallado las críticas de forma abrupta : "" Donde hay patrón no manda marinera "" . ",33,Fem
11252,recluso,9,-1,8,"En concreto , cuenta que se presentó ante un recluso como "" comisario político "" y le advirtió de que , en caso de solicitar la libertad condicional , quedaría "" automáticamente expulsado "" del Movimiento de Liberación Nacional Vasco . ",Masc,obl,Sing,4,"En concreto , cuenta que se presentó ante una reclusa como "" comisario político "" y le advirtió de que , en caso de solicitar la libertad condicional , quedaría "" automáticamente expulsado "" del Movimiento de Liberación Nacional Vasco . ",9,Fem
11258,socio,1,2,0,El socio pequeño de la coalición electoral PNV-EA es el que está pagando los platos rotos de los magros resultados cosechados por ambos partidos en las urnas el pasado 13 de junio . ,Masc,nsubj,Sing,9,La pareja pequeña de la coalición electoral PNV-EA es el que está pagando los platos rotos de los magros resultados cosechados por ambos partidos en las urnas el pasado 13 de junio . ,1,Fem
11268,usuario,5,-1,4,La Generalitat asume que el usuario no confía en los CAC de los barrios ,Masc,nsubj,Sing,3,La Generalitat asume que la usuaria no confía en los CAC de los barrios ,5,Fem
11282,usuario,7,-1,6,Cambiar esa cultura y conseguir que el usuario confíe en un centro de barrio costará dos o tres años . ,Masc,nsubj,Sing,3,Cambiar esa cultura y conseguir que la usuaria confíe en un centro de barrio costará dos o tres años . ,7,Fem
11298,asesor,2,3,0,El ex asesor fiscal viajó constantemente a Suiza y a Liechtenstein en los años noventa . ,Masc,nsubj,Sing,5,La ex asesora fiscal viajó constantemente a Suiza y a Liechtenstein en los años noventa . ,2,Fem
11319,hijo,5,-1,4,"Con esta victoria , el hijo del ex presidente Bush ganó otros 56 delegados , con lo que ya dispone de 187 de los 1.034 necesarios para ganar la nominación del Partido Republicano . ",Masc,nsubj,Sing,7,"Con esta victoria , la hija del ex presidente Bush ganó otros 56 delegados , con lo que ya dispone de 187 de los 1.034 necesarios para ganar la nominación del Partido Republicano . ",5,Fem
11319,delegado,13,-1,-1,"Con esta victoria , el hijo del ex presidente Bush ganó otros 56 delegados , con lo que ya dispone de 187 de los 1.034 necesarios para ganar la nominación del Partido Republicano . ",Masc,obj,Plur,4,"Con esta victoria , el hijo del ex presidente Bush ganó otros 56 delegadas , con lo que ya dispone de 187 de los 1.034 necesarios para ganar la nominación del Partido Republicano . ",13,Fem
11332,víspera,7,-1,6,Los centros defienden su oferta en la víspera del inicio de las prematriculaciones . ,Fem,obl,Sing,9,Los centros defienden su oferta en el adán del inicio de las prematriculaciones . ,7,Masc
11333,padre,3,6,-1,Un millar de padres y niños procedentes de 30 escuelas públicas de Barcelona participaron ayer en la fiesta celebrada en el parque de la Espanya Industrial para reclamar el apoyo de la Administración a estos centros . ,Masc,nsubj,Plur,14,Un millar de madres y niños procedentes de 30 escuelas públicas de Barcelona participaron ayer en la fiesta celebrada en el parque de la Espanya Industrial para reclamar el apoyo de la Administración a estos centros . ,3,Fem
11341,padre,20,-1,19,"Los organizadores del acto , presidido por el lema La escuela pública siempre la encontrarás abierta , pidieron a los padres que inscriban a sus hijos en centros públicos . ",Masc,iobj,Plur,4,"Los organizadores del acto , presidido por el lema La escuela pública siempre la encontrarás abierta , pidieron a las madres que inscriban a sus hijos en centros públicos . ",20,Fem
11341,hijo,25,-1,24,"Los organizadores del acto , presidido por el lema La escuela pública siempre la encontrarás abierta , pidieron a los padres que inscriban a sus hijos en centros públicos . ",Masc,obj,Plur,4,"Los organizadores del acto , presidido por el lema La escuela pública siempre la encontrarás abierta , pidieron a los padres que inscriban a sus hijas en centros públicos . ",25,Fem
11445,secretaría,21,22,20,"Un puesto no se cubre por la condición de mujer , y hasta el congreso no se desvelará quién ocupará la secretaría general . ",Fem,obj,Sing,4,"Un puesto no se cubre por la condición de mujer , y hasta el congreso no se desvelará quién ocupará el secretarío general . ",21,Masc
11502,música,6,-1,4,"Llevaba 31 años haciendo la misma música , y en mi nuevo grupo toco jazz , blues , gospel , rockabilly , reggae , country , funk , pop ... ",Fem,obj,Sing,4,"Llevaba 31 años haciendo el misma músico , y en mi nuevo grupo toco jazz , blues , gospel , rockabilly , reggae , country , funk , pop ... ",6,Masc
11512,música,1,-1,-1,"Hacemos música de raíces en clubs pequeños , donde siempre se tocó esta música . ",Fem,obj,Sing,4,"Hacemos músico de raíces en clubs pequeños , donde siempre se tocó esta música . ",1,Masc
11520,música,8,-1,7,Creo que notan que ponemos amor a la música . ,Fem,obj,Sing,4,Creo que notan que ponemos amor al músico . ,7,Masc
11522,chico,5,-1,4,Ponen cosas pregrabadas y los chicos pagan por ver eso . ,Masc,nsubj,Plur,3,Ponen cosas pregrabadas y las chicas pagan por ver eso . ,5,Fem
11530,madre,1,-1,0,"Su madre está pasando unos días en nuestra casa de Francia con mis otras dos hijas , de 6 y 3 años . ",Fem,nsubj,Sing,3,"Su padre está pasando unos días en nuestra casa de Francia con mis otras dos hijas , de 6 y 3 años . ",1,Masc
11530,hija,15,-1,12,"Su madre está pasando unos días en nuestra casa de Francia con mis otras dos hijas , de 6 y 3 años . ",Fem,obl,Plur,12,"Su madre está pasando unos días en nuestra casa de Francia con mis otras dos hijos , de 6 y 3 años . ",15,Masc
11549,fontanero,0,-1,-1,Fontanero . ,Masc,root,Sing,3,Fontanera . ,0,Fem
11551,fotógrafo,5,-1,-1,"Yo fontanero no , pero fotógrafo , por ejemplo , no me hubiera importado . ",Masc,nsubj,Sing,6,"Yo fontanero no , pero fotógrafa , por ejemplo , no me hubiera importado . ",5,Fem
11552,músico,9,-1,-1,- - Entonces ¿ por qué elige seguir siendo músico ahora que tiene dinero para ser cualquier otra cosa ? - - . ,Masc,xcomp,Sing,3,- - Entonces ¿ por qué elige seguir siendo música ahora que tiene dinero para ser cualquier otra cosa ? - - . ,9,Fem
11566,músico,6,5,4,"Sí , pero también los jóvenes músicos se dedican a bucear en el pasado , porque hay una grave crisis de ideas . ",Masc,nsubj,Plur,5,"Sí , pero también las jóvenes músicas se dedican a bucear en el pasado , porque hay una grave crisis de ideas . ",6,Fem
11570,amigo,2,-1,-1,Siempre fuimos amigos . ,Masc,xcomp,Plur,2,Siempre fuimos amigas . ,2,Fem
11595,tío,1,-1,0,Esos tíos son muy pesados . ,Masc,nsubj,Plur,3,Esas tías son muy pesadas . ,1,Fem
11614,recluso,13,-1,12,- - ¿ No se siente frustrado de tener que vivir como un recluso tras haber participado activamente en una revolución que no funcionó ? - - ,Masc,obl,Sing,4,- - ¿ No se siente frustrado de tener que vivir como una reclusa tras haber participado activamente en una revolución que no funcionó ? - - ,13,Fem
11620,hijo,6,-1,5,"Por ejemplo , ser con tus hijos lo más bueno que puedas . ",Masc,obl,Plur,4,"Por ejemplo , ser con tus hijas lo más bueno que puedas . ",6,Fem
11623,hija,5,-1,4,Yo ahora tengo a mis hijas y no cambiaría eso por nada . ,Fem,obj,Plur,4,Yo ahora tengo a mis hijos y no cambiaría eso por nada . ,5,Masc
11628,niño,4,-1,3,"Al parecer , los niños se habían escapado de casa y jugaban cerca . ",Masc,nsubj,Plur,3,"Al parecer , las niñas se habían escapado de casa y jugaban cerca . ",4,Fem
11629,niña,17,-1,16,"En la localidad de Rafah , situada en el sur de la franja de Gaza , una niña de 2 años perdió la vida por el impacto de un obús disparado por un tanque israelí . ",Fem,nsubj,Sing,6,"En la localidad de Rafah , situada en el sur de la franja de Gaza , un niño de 2 años perdió la vida por el impacto de un obús disparado por un tanque israelí . ",17,Masc
11632,escritor,1,-1,0,"El escritor y periodista trazó un paralelismo entre la intervención del líder de EH y el proceso de paz que se ha vivido en Irlanda del Norte , impulsado , entre otros , por el líder del Sinn Fein , Gerry Adams . ",Masc,nsubj,Sing,5,"La escritora y periodista trazó un paralelismo entre la intervención del líder de EH y el proceso de paz que se ha vivido en Irlanda del Norte , impulsado , entre otros , por el líder del Sinn Fein , Gerry Adams . ",1,Fem
11662,capitán,13,14,12,"Los agentes buscan especialmente en la estructura del barco , ya que el capitán detenido ha reconocido que se han realizado obras en ella . ",Masc,nsubj,Sing,4,"Los agentes buscan especialmente en la estructura del barco , ya que la capitána detenida ha reconocido que se han realizado obras en ella . ",13,Fem
11675,acusado,3,-1,2,Ya tenemos un acusado . ,Masc,obj,Sing,3,Ya tenemos una acusada . ,3,Fem
11739,berlinés,9,-1,8,"No es tan raro , por tanto que el berlinés pague más del doble que el barcelonés por un billete de metro , entre otros servicios y productos . ",Masc,nsubj,Sing,3,"No es tan raro , por tanto que la berlinesa pague más del doble que el barcelonés por un billete de metro , entre otros servicios y productos . ",9,Fem
11768,alcalde,1,-1,0,"El alcalde avisa de que evitará más incidentes violentos , que acabaron con 240 detenciones ",Masc,nsubj,Sing,3,"La alcaldesa avisa de que evitará más incidentes violentos , que acabaron con 240 detenciones ",1,Fem
11789,alcalde,1,-1,0,"El alcalde tiene pendiente un cuarto encuentro con el ministro de Fomento , Francisco Alvarez-Cascos , para tratar del futuro de las infraestructuras pendientes de Barcelona . ",Masc,nsubj,Sing,3,"La alcaldesa tiene pendiente un cuarto encuentro con el ministro de Fomento , Francisco Alvarez-Cascos , para tratar del futuro de las infraestructuras pendientes de Barcelona . ",1,Fem
11790,ministro,22,-1,-1,"Clos , que hoy coincidirá con Cascos en Barcelona con motivo de la inauguración del puente levadizo del puerto , reclamará al ministro que el Gobierno cumpla su compromiso de hacer llegar el AVE a la capital catalana en el 2004 . ",Masc,iobj,Sing,3,"Clos , que hoy coincidirá con Cascos en Barcelona con motivo de la inauguración del puente levadizo del puerto , reclamará a la ministra que el Gobierno cumpla su compromiso de hacer llegar el AVE a la capital catalana en el 2004 . ",23,Fem
11792,alcalde,1,-1,0,"El alcalde es partidario de privatizar los servicios , pero manteniendo la titularidad pública . ",Masc,nsubj,Sing,3,"La alcaldesa es partidaria de privatizar los servicios , pero manteniendo la titularidad pública . ",1,Fem
11822,conductor,1,-1,0,El conductor no podrá diferenciar qué soportes llevan cámara y cuáles no . ,Masc,nsubj,Sing,3,La conductora no podrá diferenciar qué soportes llevan cámara y cuáles no . ,1,Fem
11826,jefe,36,-1,35,"El deseo de lograr un avance en la negociación sobre el futuro del Peñón sin renunciar a la reintegración a la soberanía española es tan fuerte por parte del Ejecutivo de José María Aznar que el jefe de la diplomacia se mostró dispuesto a aceptar un acuerdo "" duradero "" o "" perdurable "" aunque no "" definitivo "" , tal como anticipó el pasado Lunes el secretario de Estado británico para Europa , Peter Hain . ",Masc,nsubj,Sing,6,"El deseo de lograr un avance en la negociación sobre el futuro del Peñón sin renunciar a la reintegración a la soberanía española es tan fuerte por parte del Ejecutivo de José María Aznar que la jefa de la diplomacia se mostró dispuesto a aceptar un acuerdo "" duradero "" o "" perdurable "" aunque no "" definitivo "" , tal como anticipó el pasado Lunes el secretario de Estado británico para Europa , Peter Hain . ",36,Fem
11888,momia,47,-1,46,"Y es entonces cuando , en algún acto conmemorativo , un general o un teniente general o etcétera , siempre desde el palacio de invierno de la reserva , saca pecho , mira al horizonte lejano del imperio y , en posición de firmes , levanta la momia de debajo de las piedras . ",Fem,obj,Sing,3,"Y es entonces cuando , en algún acto conmemorativo , un general o un teniente general o etcétera , siempre desde el palacio de invierno de la reserva , saca pecho , mira al horizonte lejano del imperio y , en posición de firmes , levanta el papi de debajo de las piedras . ",47,Masc
11891,chico,36,-1,35,"Que eso ocurriera ante el jefe del Estado Mayor del Ejército , señor Pardo de Santayana , y una nutrida representación de mandos , no tiene importancia : ¿ Qué hay de malo en que los chicos se diviertan ? . ",Masc,nsubj,Plur,3,"Que eso ocurriera ante el jefe del Estado Mayor del Ejército , señor Pardo de Santayana , y una nutrida representación de mandos , no tiene importancia : ¿ Qué hay de malo en que las chicas se diviertan ? . ",36,Fem
11903,esposa,15,-1,-1,El procesado permaneció de pie los pocos minutos que duró el trámite y no llevaba esposas . ,Fem,obj,Plur,2,El procesado permaneció de pie los pocos minutos que duró el trámite y no llevaba esposos . ,15,Masc
11908,abogado,13,-1,12,La proximidad del primer aniversario de los atentados también fue considerado por los abogados un dato contrario a los intereses de su cliente . ,Masc,obj,Plur,4,La proximidad del primer aniversario de los atentados también fue considerado por las abogadas un dato contrario a los intereses de su cliente . ,13,Fem
11932,presidente,24,-1,-1,"En plena carrera contrarreloj para evitar que ETA cumpla su amenaza de resucitar el terrorismo a partir de mañana , el lehendakari expuso al presidente los planes del Gobierno de Vitoria . ",Masc,obj,Sing,3,"En plena carrera contrarreloj para evitar que ETA cumpla su amenaza de resucitar el terrorismo a partir de mañana , el lehendakari expuso a la presidenta los planes del Gobierno de Vitoria . ",25,Fem
11959,investigador,2,-1,1,"Según los investigadores , los autores desconocían que se trataba de una vivienda del president , por lo que descartan otra motivación no relacionada con la delincuencia habitual . ",Masc,obl,Plur,5,"Según las investigadoras , los autores desconocían que se trataba de una vivienda del president , por lo que descartan otra motivación no relacionada con la delincuencia habitual . ",2,Fem
11959,autor,5,-1,4,"Según los investigadores , los autores desconocían que se trataba de una vivienda del president , por lo que descartan otra motivación no relacionada con la delincuencia habitual . ",Masc,nsubj,Plur,3,"Según los investigadores , las autoras desconocían que se trataba de una vivienda del president , por lo que descartan otra motivación no relacionada con la delincuencia habitual . ",5,Fem
11962,hijo,31,-1,30,Los Mossos d'Esquadra subrayaron que la torre de Premià de Dalt no tiene una escolta las 24 horas del día como sucede con otras residencias de Pujol porque uno de sus hijos la utiliza en la actualidad como residencia habitual . ,Masc,nmod,Plur,4,Los Mossos d'Esquadra subrayaron que la torre de Premià de Dalt no tiene una escolta las 24 horas del día como sucede con otras residencias de Pujol porque uno de sus hijas la utiliza en la actualidad como residencia habitual . ,31,Fem
12079,alcalde,21,-1,-1,La oposición practicada por CiU no ha logrado todavía poner al socialista Joan Clos en un aprieto desde que fue elegido alcalde . ,Masc,obj,Sing,2,La oposición practicada por CiU no ha logrado todavía poner al socialista Joan Clos en un aprieto desde que fue elegido alcaldesa . ,21,Fem
12096,hombre,2,-1,1,""" Este hombre tiene razón en lo que dice . España para los españoles "" , decía solidario un autoproclamado seguidor del Madrid . ",Masc,nsubj,Sing,3,""" Esta mujer tiene razón en lo que dice . España para los españoles "" , decía solidario un autoproclamado seguidor del Madrid . ",2,Fem
12098,hombre,10,11,9,Uno de los momentos más tensos se produjo cuando un hombre alto y muy corpulento se acercó demasiado a Barrera . ,Masc,nsubj,Sing,7,Uno de los momentos más tensos se produjo cuando una mujer alta y muy corpulenta se acercó demasiado a Barrera . ,10,Fem
12101,sobrino,1,-1,0,"El sobrino convenció a su tío para que entrase en un parking de la plaza de Catalunya , para alegría de las fuerzas de seguridad . ",Masc,nsubj,Sing,3,"La sobrina convenció a su tío para que entrase en un parking de la plaza de Catalunya , para alegría de las fuerzas de seguridad . ",1,Fem
12101,tío,5,-1,4,"El sobrino convenció a su tío para que entrase en un parking de la plaza de Catalunya , para alegría de las fuerzas de seguridad . ",Masc,obj,Sing,4,"El sobrino convenció a su tía para que entrase en un parking de la plaza de Catalunya , para alegría de las fuerzas de seguridad . ",5,Fem
12133,ciudadano,1,5,0,Un ciudadano de origen marroquí residente en Sant Pere Pescador recibió una brutal paliza en la celda mientras permanecía detenido . ,Masc,nsubj,Sing,11,Una ciudadana de origen marroquí residente en Sant Pere Pescador recibió una brutal paliza en la celda mientras permanecía detenido . ,1,Fem
12138,conductor,25,26,24,"Hoy se paga a 9,15 coronas el litro ( 174 pesetas ) y "" menos mal que ha bajado "" , dice con resignación un conductor sueco mientras trata de llenar el depósito de su Volvo S40 en una gasolinera de Malmoe , al sur del país . ",Masc,nsubj,Sing,4,"Hoy se paga a 9,15 coronas el litro ( 174 pesetas ) y "" menos mal que ha bajado "" , dice con resignación una conductora sueca mientras trata de llenar el depósito de su Volvo S40 en una gasolinera de Malmoe , al sur del país . ",25,Fem
12154,consumidor,0,1,-1,Consumidores incrédulos . ,Masc,root,Plur,4,Consumidoras incrédulas . ,0,Fem
12155,consumidor,4,5,3,"Sin embargo , los consumidores suecos miran con cierta incredulidad y sorpresa que estos acuerdos de precios existan entre las empresas de su país . ",Masc,nsubj,Plur,4,"Sin embargo , las consumidoras suecas miran con cierta incredulidad y sorpresa que estos acuerdos de precios existan entre las empresas de su país . ",4,Fem
12156,consumidor,13,14,12,"Acostumbrados a una transparencia casi total en todo tipo de asuntos , el consumidor medio está convencido de que las ilegalidades serán controladas y castigadas por las instituciones suecas , pero también tiene la seguridad de que , termine como termine el asunto , no recibirá ningún dinero de vuelta . ",Masc,nsubj,Sing,4,"Acostumbrados a una transparencia casi total en todo tipo de asuntos , la consumidora media está convencida de que las ilegalidades serán controladas y castigadas por las instituciones suecas , pero también tiene la seguridad de que , termine como termine el asunto , no recibirá ningún dinero de vuelta . ",13,Fem
12175,ciudadano,7,-1,6,El arrepentimiento del dirigente conmovió a los ciudadanos . ,Masc,obj,Plur,4,El arrepentimiento del dirigente conmovió a las ciudadanas . ,7,Fem
12185,opositor,18,-1,17,"Según testigos , los agresores , veteranos de la guerra de independencia , tendieron una emboscada a los opositores y , con piedras y palos , se ensañaron particularmente con las personas de raza blanca que habían acudido a la manifestación , informa Reuters . ",Masc,obj,Plur,4,"Según testigos , los agresores , veteranos de la guerra de independencia , tendieron una emboscada a las opositoras y , con piedras y palos , se ensañaron particularmente con las personas de raza blanca que habían acudido a la manifestación , informa Reuters . ",18,Fem
12202,ministro,3,-1,-1,Atutxa inquirió al ministro si esa información estaba ya en poder de la Ertzaintza . ,Masc,iobj,Sing,3,Atutxa inquirió a la ministra si esa información estaba ya en poder de la Ertzaintza . ,4,Fem
