ID,focus,focus ID,focus ID after,adj idx,det idx,before,before number,deprel,gender,dep tree size,after,after number
9723,arquitectura,5,5,6,4,"Por otra parte , la arquitectura popular refleja los modelos de la arquitectura culta , ya que las clases populares , históricamente sometidas , reflejan el comportamiento y los modos de las clases dominantes . ",Sing,nsubj,Fem,4,"Por otra parte , las arquitecturas popular reflejan los modelos de la arquitectura culta , ya que las clases populares , históricamente sometidas , reflejan el comportamiento y los modos de las clases dominantes . ",Plur
9723,modelo,9,9,-1,8,"Por otra parte , la arquitectura popular refleja los modelos de la arquitectura culta , ya que las clases populares , históricamente sometidas , reflejan el comportamiento y los modos de las clases dominantes . ",Plur,obj,Masc,7,"Por otra parte , la arquitectura popular refleja el modelo de la arquitectura culta , ya que las clases populares , históricamente sometidas , reflejan el comportamiento y los modos de las clases dominantes . ",Sing
9723,clase,18,18,19,17,"Por otra parte , la arquitectura popular refleja los modelos de la arquitectura culta , ya que las clases populares , históricamente sometidas , reflejan el comportamiento y los modos de las clases dominantes . ",Plur,nsubj,Fem,8,"Por otra parte , la arquitectura popular refleja los modelos de la arquitectura culta , ya que la clas populares , históricamente sometidas , refleja el comportamiento y los modos de las clases dominantes . ",Sing
9723,comportamiento,26,26,-1,25,"Por otra parte , la arquitectura popular refleja los modelos de la arquitectura culta , ya que las clases populares , históricamente sometidas , reflejan el comportamiento y los modos de las clases dominantes . ",Sing,obj,Masc,10,"Por otra parte , la arquitectura popular refleja los modelos de la arquitectura culta , ya que las clases populares , históricamente sometidas , reflejan los comportamientos y los modos de las clases dominantes . ",Plur
9726,claro,5,6,6,-1,Se le encuentra también en claros arbolados o con arbustos y en huertos y parques de la región . ,Plur,obl,Masc,15,Se le encuentra también en un claro un arbolado o con arbustos y en huertos y parques de la región . ,Sing
9727,subcampeonato,3,3,-1,2,"Además logró los subcampeonatos de 1984 , 1990 y 1991 . ",Plur,obj,Masc,9,"Además logró el subcampeonato de 1984 , 1990 y 1991 . ",Sing
9730,hombre,1,1,-1,0,"Los hombres tenían unos ingresos medios de $ 34,750 frente a los $ 20,536 para las mujeres . ",Plur,nsubj,Masc,3,"El hombre tenía unos ingresos medios de $ 34,750 frente a los $ 20,536 para las mujeres . ",Sing
9730,ingreso,4,4,5,3,"Los hombres tenían unos ingresos medios de $ 34,750 frente a los $ 20,536 para las mujeres . ",Plur,obj,Masc,15,"Los hombres tenían un ingreso un medio de $ 34,750 frente a los $ 20,536 para las mujeres . ",Sing
9732,final,1,1,-1,-1,"Al final , Elina regresa a la Pradera y es felicitada por el hada guardiana Azura , y Dandelion le pide que le cuente todo lo que sucedió . ",Sing,obl,Masc,4,"Al finales , Elina regresa a la Pradera y es felicitada por el hada guardiana Azura , y Dandelion le pide que le cuente todo lo que sucedió . ",Plur
9735,valor,13,13,14,12,"No obstante , las temperaturas medias han superado en 1,5 grados centígrados su valor normal , sólo superados por los meses de agosto de 2003 y 2009 , según el portavoz de la Agencia Estatal de Meteorología ( AEMET ) , Angel Rivera , quien también remarcó que agosto fue igual de cálido que julio . ",Sing,obj,Masc,4,"No obstante , las temperaturas medias han superado en 1,5 grados centígrados sus valores normal , sólo superados por los meses de agosto de 2003 y 2009 , según el portavoz de la Agencia Estatal de Meteorología ( AEMET ) , Angel Rivera , quien también remarcó que agosto fue igual de cálido que julio . ",Plur
9736,recarga,11,11,10,9,La adición de un cargador con 10 balas resolvió la lenta recarga . ,Sing,obj,Fem,4,La adición de un cargador con 10 balas resolvió las lentas recargas . ,Plur
9737,práctica,7,7,8,6,""" No sobrevivirá si no reforma sus prácticas administrativas "" , dijo a IPS el fundador de Al Riyada y exmiembro de la Hermandad , Jaled Dawud . ",Plur,obj,Fem,4,""" No sobrevivirá si no reforma su práctica una administrativa "" , dijo a IPS el fundador de Al Riyada y exmiembro de la Hermandad , Jaled Dawud . ",Sing
9739,contar,1,1,-1,0,"El cuento ha sido adaptado en los últimos dos siglos , desde obras de teatro a caricaturas y películas . ",Sing,nsubj:pass,Masc,3,"Los cuentos ha sido adaptado en los últimos dos siglos , desde obras de teatro a caricaturas y películas . ",Plur
9739,siglo,9,9,7,6,"El cuento ha sido adaptado en los últimos dos siglos , desde obras de teatro a caricaturas y películas . ",Plur,obl,Masc,6,"El cuento ha sido adaptado en el un último dos siglo , desde obras de teatro a caricaturas y películas . ",Sing
9739,obra,12,13,-1,-1,"El cuento ha sido adaptado en los últimos dos siglos , desde obras de teatro a caricaturas y películas . ",Plur,obl,Fem,10,"El cuento ha sido adaptado en los últimos dos siglos , desde una obra de teatro a caricaturas y películas . ",Sing
9741,flota,10,10,-1,9,"Tras el regreso de Coelho , Cabral ordenó que la flota tomase rumbo hacia el norte , donde , a unos 65 km de distancia , anclarían el 24 de abril en un lugar que el capitán - mayor llamó Porto Seguro . ",Sing,nsubj,Fem,3,"Tras el regreso de Coelho , Cabral ordenó que las flotas tomaran rumbo hacia el norte , donde , a unos 65 km de distancia , anclarían el 24 de abril en un lugar que el capitán - mayor llamó Porto Seguro . ",Plur
9741,rumbo,12,12,-1,-1,"Tras el regreso de Coelho , Cabral ordenó que la flota tomase rumbo hacia el norte , donde , a unos 65 km de distancia , anclarían el 24 de abril en un lugar que el capitán - mayor llamó Porto Seguro . ",Sing,obj,Masc,31,"Tras el regreso de Coelho , Cabral ordenó que la flota tomase rumbos hacia el norte , donde , a unos 65 km de distancia , anclarían el 24 de abril en un lugar que el capitán - mayor llamó Porto Seguro . ",Plur
9742,temporada,3,3,-1,1,"En las primeras temporadas el cómico David Verdaguer participó como reportero en algunas secciones , y desde 2009 el guionista Manel Piñero participa como Homo APM . ",Plur,obl,Fem,5,"En la primeras temporada el cómico David Verdaguer participó como reportero en algunas secciones , y desde 2009 el guionista Manel Piñero participa como Homo APM . ",Sing
9742,reportero,10,10,-1,-1,"En las primeras temporadas el cómico David Verdaguer participó como reportero en algunas secciones , y desde 2009 el guionista Manel Piñero participa como Homo APM . ",Sing,obl,Masc,3,"En las primeras temporadas el cómico David Verdaguer participó como reporteros en algunas secciones , y desde 2009 el guionista Manel Piñero participa como Homo APM . ",Plur
9742,sección,13,13,-1,12,"En las primeras temporadas el cómico David Verdaguer participó como reportero en algunas secciones , y desde 2009 el guionista Manel Piñero participa como Homo APM . ",Plur,obl,Fem,4,"En las primeras temporadas el cómico David Verdaguer participó como reportero en alguna sección , y desde 2009 el guionista Manel Piñero participa como Homo APM . ",Sing
9743,caso,1,2,-1,-1,"En casos con componente inflamatorio aparece el borde inflamado , pruriginoso , enrojecido y sobreelevado . ",Plur,obl,Masc,6,"En un caso con componente inflamatorio aparece el borde inflamado , pruriginoso , enrojecido y sobreelevado . ",Sing
9744,explorador,1,1,-1,0,Los exploradores pueden mostrar las unidades y estructuras que se encuentran en una ciudad sin castillo o con castillo . ,Plur,nsubj,Masc,3,El explorador pueden mostrar las unidades y estructuras que se encuentran en una ciudad sin castillo o con castillo . ,Sing
9744,unidad,5,5,-1,4,Los exploradores pueden mostrar las unidades y estructuras que se encuentran en una ciudad sin castillo o con castillo . ,Plur,obj,Fem,16,Los exploradores pueden mostrar la unidad y estructuras que se encuentran en una ciudad sin castillo o con castillo . ,Sing
9745,federación,20,20,19,18,"Aunque los tres distritos de las Azores y el Madeira ( Funchal ) se suprimieron en 1976 , las respectivas federaciones siguen existiendo . ",Plur,nsubj,Fem,4,"Aunque los tres distritos de las Azores y el Madeira ( Funchal ) se suprimieron en 1976 , la una respectiva federación sigue existiendo . ",Sing
9747,ronda,2,2,-1,0,Esta quinta ronda se jugó el 25 de abril aún no entraron los 8 equipos de Primera que aún no debutaron . ,Sing,nsubj,Fem,4,Estas quinta rondas se jugaron el 25 de abril aún no entraron los 8 equipos de Primera que aún no debutaron . ,Plur
9748,premio,8,8,-1,7,"En los TV Hits Take That ganó los premios a : "" mejor grupo "" , "" mejor single "" , "" mejor vídeo "" ( Sure ) , "" mejor álbum "" ( Everything changes ) y "" mejor concierto "" ( Take That Pops ) . ",Plur,obj,Masc,41,"En los TV Hits Take That ganó el premio a : "" mejor grupo "" , "" mejor single "" , "" mejor vídeo "" ( Sure ) , "" mejor álbum "" ( Everything changes ) y "" mejor concierto "" ( Take That Pops ) . ",Sing
9749,confianza,5,5,-1,4,Se han ganado toda mi confianza . ,Sing,obj,Fem,4,Se han ganado todas mi confianzas . ,Plur
9750,árbol,2,1,-1,1,"Es un árbol de hoja Perennifolio de tamaño mediano que crece de 10 a 20 m , con suave corteza de color gris . ",Sing,root,Masc,25,"Son árboles de hoja Perennifolio de tamaño mediano que crece de 10 a 20 m , con suave corteza de color gris . ",Plur
9752,embargo,4,4,-1,-1,"Otros ocultistas , sin embargo , consideran que esta visión es reduccionista y simplista y que la Mano Izquierda no necesariamente es sinónimo de una conducta inmoral , antiética o maligna . ",Sing,fixed,Masc,2,"Otros ocultistas , sin embargos , consideran que esta visión es reduccionista y simplista y que la Mano Izquierda no necesariamente es sinónimo de una conducta inmoral , antiética o maligna . ",Plur
9752,conducta,25,24,26,24,"Otros ocultistas , sin embargo , consideran que esta visión es reduccionista y simplista y que la Mano Izquierda no necesariamente es sinónimo de una conducta inmoral , antiética o maligna . ",Sing,nmod,Fem,9,"Otros ocultistas , sin embargo , consideran que esta visión es reduccionista y simplista y que la Mano Izquierda no necesariamente es sinónimo de conductas inmoral , antiéticas o malignas . ",Plur
9753,transferencia,18,18,-1,17,"Hainan también alquiló cinco Fairchild Dornier 328 a su afiliada Grand China Express Air , así como la transferencia de 230 empleados a la pequeña aerolínea . ",Sing,conj,Fem,13,"Hainan también alquiló cinco Fairchild Dornier 328 a su afiliada Grand China Express Air , así como las transferencias de 230 empleados a la pequeña aerolínea . ",Plur
9757,competencia,3,3,2,1,"Apoyaba la libre competencia , por lo que deseaba una apertura con el comercio extranjero y reducir el proteccionismo solo mientras las empresas chilenas renovaban sus equipos para ser más competitivos . ",Sing,obj,Fem,4,"Apoyaba las libre competencias , por lo que deseaba una apertura con el comercio extranjero y reducir el proteccionismo solo mientras las empresas chilenas renovaban sus equipos para ser más competitivos . ",Plur
9757,apertura,10,9,-1,9,"Apoyaba la libre competencia , por lo que deseaba una apertura con el comercio extranjero y reducir el proteccionismo solo mientras las empresas chilenas renovaban sus equipos para ser más competitivos . ",Sing,obj,Fem,23,"Apoyaba la libre competencia , por lo que deseaba aperturas con el comercio extranjero y reducir el proteccionismo solo mientras las empresas chilenas renovaban sus equipos para ser más competitivos . ",Plur
9760,medalla,1,1,-1,0,Ninguna medalla ,Sing,root,Fem,3,Ninguna medallas ,Plur
9761,sitio,1,1,0,-1,Buen sitio para parar en el camino . ,Sing,root,Masc,9,Buenes sitios para parar en el camino . ,Plur
9763,año,4,4,-1,3,"En septiembre de ese año , ganó el Salzburgo . ",Sing,nmod,Masc,4,"En septiembre de esos años , ganó el Salzburgo . ",Plur
9764,lado,2,2,-1,1,"Por otro lado , la helenización no implicó necesariamente la asimilación de grupos étnicos no griegos : en zonas como el Asia Menor , la población local ya era previamente de cultura griega y tenía una plena identificación con sus linajes griegos ancestrales . ",Sing,obl,Masc,5,"Por otros lados , la helenización no implicó necesariamente la asimilación de grupos étnicos no griegos : en zonas como el Asia Menor , la población local ya era previamente de cultura griega y tenía una plena identificación con sus linajes griegos ancestrales . ",Plur
9764,asimilación,10,10,-1,9,"Por otro lado , la helenización no implicó necesariamente la asimilación de grupos étnicos no griegos : en zonas como el Asia Menor , la población local ya era previamente de cultura griega y tenía una plena identificación con sus linajes griegos ancestrales . ",Sing,obj,Fem,8,"Por otro lado , la helenización no implicó necesariamente las asimilaciones de grupos étnicos no griegos : en zonas como el Asia Menor , la población local ya era previamente de cultura griega y tenía una plena identificación con sus linajes griegos ancestrales . ",Plur
9764,población,25,25,26,24,"Por otro lado , la helenización no implicó necesariamente la asimilación de grupos étnicos no griegos : en zonas como el Asia Menor , la población local ya era previamente de cultura griega y tenía una plena identificación con sus linajes griegos ancestrales . ",Sing,nsubj,Fem,4,"Por otro lado , la helenización no implicó necesariamente la asimilación de grupos étnicos no griegos : en zonas como el Asia Menor , las poblaciones local ya eran previamente de cultura griega y tenía una plena identificación con sus linajes griegos ancestrales . ",Plur
9764,cultura,31,31,32,-1,"Por otro lado , la helenización no implicó necesariamente la asimilación de grupos étnicos no griegos : en zonas como el Asia Menor , la población local ya era previamente de cultura griega y tenía una plena identificación con sus linajes griegos ancestrales . ",Sing,obl,Fem,4,"Por otro lado , la helenización no implicó necesariamente la asimilación de grupos étnicos no griegos : en zonas como el Asia Menor , la población local ya era previamente de culturas griegas y tenía una plena identificación con sus linajes griegos ancestrales . ",Plur
9764,identificación,37,36,36,35,"Por otro lado , la helenización no implicó necesariamente la asimilación de grupos étnicos no griegos : en zonas como el Asia Menor , la población local ya era previamente de cultura griega y tenía una plena identificación con sus linajes griegos ancestrales . ",Sing,obj,Fem,9,"Por otro lado , la helenización no implicó necesariamente la asimilación de grupos étnicos no griegos : en zonas como el Asia Menor , la población local ya era previamente de cultura griega y tenía plenas identificaciones con sus linajes griegos ancestrales . ",Plur
9768,lado,2,1,-1,1,"Por un lado , las orejas son sólo horizontales . ",Sing,nmod,Masc,5,"Por lados , las orejas son sólo horizontales . ",Plur
9773,número,13,13,-1,12,Tanto el single como su álbum La Voz de un Ángel alcanzaron el número uno en México sólo tras un par de semanas . ,Sing,obj,Masc,4,Tanto el single como su álbum La Voz de un Ángel alcanzaron los números uno en México sólo tras un par de semanas . ,Plur
9773,par,20,19,-1,19,Tanto el single como su álbum La Voz de un Ángel alcanzaron el número uno en México sólo tras un par de semanas . ,Sing,obl,Masc,7,Tanto el single como su álbum La Voz de un Ángel alcanzaron el número uno en México sólo tras pares de semanas . ,Plur
9779,pueblo,10,10,-1,9,"Además , esta etnia se ha ido mezclando con los pueblos que había a su alrededor , lo que dificulta más aún elaborar una hipótesis . ",Plur,obl,Masc,9,"Además , esta etnia se ha ido mezclando con el pueblo que había a su alrededor , lo que dificulta más aún elaborar una hipótesis . ",Sing
9780,estructura,10,10,11,0,"La secuencia de aminoácidos de una proteína , también llamada estructura primaria , puede ser determinada fácilmente desde la secuencia de nucleótidos sobre el gen que la codifica . ",Sing,root,Fem,30,"Las secuencias de aminoácidos de una proteína , también llamadas estructuras primarias , puede ser determinada fácilmente desde la secuencia de nucleótidos sobre el gen que la codifica . ",Plur
9783,registro,25,25,26,24,"Howard nació en Humble -- Texas el 24 de diciembre de 1905 , fecha que es puesta en duda por algunos biógrafos ( según los registros bautismales nació el 24 de septiembre ) . ",Plur,obl,Masc,5,"Howard nació en Humble -- Texas el 24 de diciembre de 1905 , fecha que es puesta en duda por algunos biógrafos ( según el registro bautismales nació el 24 de septiembre ) . ",Sing
9786,nativa,1,2,-1,-1,"Cinco nativas de la etnia Pa'i Tavyterã , de la comunidad Piky Kua ( a 60 kilómetros de Pedro Juan Caballero ) resaltan en el elenco . ",Plur,nsubj,Fem,23,"Cinco una nativa de la etnia Pa'i Tavyterã , de la comunidad Piky Kua ( a 60 kilómetros de Pedro Juan Caballero ) resalta en el elenco . ",Sing
9786,elenco,25,25,-1,24,"Cinco nativas de la etnia Pa'i Tavyterã , de la comunidad Piky Kua ( a 60 kilómetros de Pedro Juan Caballero ) resaltan en el elenco . ",Sing,obl,Masc,4,"Cinco nativas de la etnia Pa'i Tavyterã , de la comunidad Piky Kua ( a 60 kilómetros de Pedro Juan Caballero ) resaltan en los elencos . ",Plur
9787,vez,8,9,-1,-1,Los dos primeros clasificados optaron por parar dos veces en boxes . ,Plur,obl,Fem,3,Los dos primeros clasificados optaron por parar dos una vez en boxes . ,Sing
9788,tabla,3,3,2,1,En la siguiente tabla se muestra este proceso.http :/ / www.imsersomayores.csic.es / internacional / iberoamerica / honduras / indicadores.html ,Sing,obl,Fem,5,En las siguiente tablas se muestra este proceso.http :/ / www.imsersomayores.csic.es / internacional / iberoamerica / honduras / indicadores.html ,Plur
9791,posición,3,3,-1,-1,Se desempeñaba en posición de defensa . ,Sing,obl,Fem,5,Se desempeñaba en posiciones de defensa . ,Plur
9793,asesinato,13,13,-1,12,"Su última pieza , Aurora ( 2002 ) , se centra en el asesinato de la joven Hildegart a manos de su madre , una feminista fanática , en 1933 . ",Sing,obl,Masc,20,"Su última pieza , Aurora ( 2002 ) , se centra en los asesinatos de la joven Hildegart a manos de su madre , una feminista fanática , en 1933 . ",Plur
9794,éxito,4,4,-1,3,"Mención especial tienen los éxitos de la selección , desde la Eurocopa de 1964 hasta la conseguida en 2008 . ",Plur,nsubj,Masc,6,"Mención especial tiene el éxito de la selección , desde la Eurocopa de 1964 hasta la conseguida en 2008 . ",Sing
9794,conseguida,16,16,-1,15,"Mención especial tienen los éxitos de la selección , desde la Eurocopa de 1964 hasta la conseguida en 2008 . ",Sing,obl,Fem,6,"Mención especial tienen los éxitos de la selección , desde la Eurocopa de 1964 hasta las conseguidas en 2008 . ",Plur
9795,mayoría,3,3,-1,2,"' Para la mayoría de los estadounidenses , no hay diferencias si la economía se estanca a este ritmo o estamos en recesión . ",Sing,obl,Fem,9,"' Para las mayorías de los estadounidenses , no hay diferencias si la economía se estanca a este ritmo o estamos en recesión . ",Plur
9795,diferencia,10,11,-1,-1,"' Para la mayoría de los estadounidenses , no hay diferencias si la economía se estanca a este ritmo o estamos en recesión . ",Plur,obj,Fem,2,"' Para la mayoría de los estadounidenses , no hay una diferencia si la economía se estanca a este ritmo o estamos en recesión . ",Sing
9795,ritmo,18,18,-1,17,"' Para la mayoría de los estadounidenses , no hay diferencias si la economía se estanca a este ritmo o estamos en recesión . ",Sing,obl,Masc,4,"' Para la mayoría de los estadounidenses , no hay diferencias si la economía se estanca a estos ritmos o estamos en recesión . ",Plur
9795,recesión,22,22,-1,-1,"' Para la mayoría de los estadounidenses , no hay diferencias si la economía se estanca a este ritmo o estamos en recesión . ",Sing,obl,Fem,3,"' Para la mayoría de los estadounidenses , no hay diferencias si la economía se estanca a este ritmo o estamos en recesiones . ",Plur
9796,tensión,7,7,8,6,"Muchos regresaron a Kosovo , pero las tensiones étnicas crecieron . ",Plur,nsubj,Fem,4,"Muchos regresaron a Kosovo , pero la tensión una étnica creció . ",Sing
9798,tiempo,7,6,-1,6,La palabra Nasi Kandar proviene de un tiempo en el que nasi los vendedores de [ arroz ] callejeros podían kandar [ balancear ] los contentenedores en sus espaldas . ,Sing,obl,Masc,25,La palabra Nasi Kandar proviene de tiempos en el que nasi los vendedores de [ arroz ] callejeros podían kandar [ balancear ] los contentenedores en sus espaldas . ,Plur
9799,banco,1,1,-1,0,El banco llevará a cabo una inversión crediticia de hasta un millón de euros . ,Sing,nsubj,Masc,3,Los bancos llevarán a cabo una inversión crediticia de hasta un millón de euros . ,Plur
9799,inversión,6,5,7,5,El banco llevará a cabo una inversión crediticia de hasta un millón de euros . ,Sing,obj,Fem,10,El banco llevará a cabo inversiones crediticias de hasta un millón de euros . ,Plur
9803,sistema,1,1,-1,0,"Un sistema a base de ozono , respetuoso con el medio ambiente y que no deja ningún tipo de residuo . ",Sing,root,Masc,22,"Unos sistemas a base de ozono , respetuoso con el medio ambiente y que no deja ningún tipo de residuo . ",Plur
9808,mensaje,1,1,-1,0,Este mensaje está rodeado de ambigüedades que no son ambigüedades . ,Sing,nsubj,Masc,3,Estos mensajes están rodeados de ambigüedades que no son ambigüedades . ,Plur
9808,ambigüedad,5,6,-1,-1,Este mensaje está rodeado de ambigüedades que no son ambigüedades . ,Plur,nmod,Fem,7,Este mensaje está rodeado de una ambigüedad que no son ambigüedades . ,Sing
9809,privacidad,6,6,-1,5,Era amable y gustó de la privacidad y la simplicidad . ,Sing,obl,Fem,7,Era amable y gustó de las privacidades y la simplicidad . ,Plur
9811,traje,3,4,4,-1,"Van vestidos con trajes elegantes , mientras el mayordomo Abelardo Mendoza Huerta lleva una banda bellamente bordada en el pecho y sombrero con flores . ",Plur,obl,Masc,4,"Van vestidos con un traje elegantes , mientras el mayordomo Abelardo Mendoza Huerta lleva una banda bellamente bordada en el pecho y sombrero con flores . ",Sing
9811,banda,14,13,16,13,"Van vestidos con trajes elegantes , mientras el mayordomo Abelardo Mendoza Huerta lleva una banda bellamente bordada en el pecho y sombrero con flores . ",Sing,obj,Fem,8,"Van vestidos con trajes elegantes , mientras el mayordomo Abelardo Mendoza Huerta lleva bandas bellamente bordadas en el pecho y sombrero con flores . ",Plur
9811,sombrero,21,21,-1,-1,"Van vestidos con trajes elegantes , mientras el mayordomo Abelardo Mendoza Huerta lleva una banda bellamente bordada en el pecho y sombrero con flores . ",Sing,conj,Masc,5,"Van vestidos con trajes elegantes , mientras el mayordomo Abelardo Mendoza Huerta lleva una banda bellamente bordada en el pecho y sombreros con flores . ",Plur
9812,año,0,1,-1,-1,Años más tarde se publicaron los materiales más significativos recuperados en las excavaciones de este edificio . ,Plur,nmod,Masc,2,un Año más tarde se publicaron los materiales más significativos recuperados en las excavaciones de este edificio . ,Sing
9813,interpretación,1,1,-1,0,La interpretación estuvo a cargo de Luisa Bastos . ,Sing,nsubj,Fem,3,Las interpretaciones estuvieron a cargo de Luisa Bastos . ,Plur
9816,soberbia,5,5,-1,4,la que pierde en la soberbia la prudencia y olvida el dilema de la mafia : ¿ cómo evitar que se revele un secreto que sólo conocen dos personas ? ,Sing,obl,Fem,4,la que pierde en las soberbias la prudencia y olvida el dilema de la mafia : ¿ cómo evitar que se revele un secreto que sólo conocen dos personas ? ,Plur
9816,prudencia,7,7,-1,6,la que pierde en la soberbia la prudencia y olvida el dilema de la mafia : ¿ cómo evitar que se revele un secreto que sólo conocen dos personas ? ,Sing,obj,Fem,3,la que pierde en la soberbia las prudencias y olvida el dilema de la mafia : ¿ cómo evitar que se revele un secreto que sólo conocen dos personas ? ,Plur
9816,dilema,11,11,-1,10,la que pierde en la soberbia la prudencia y olvida el dilema de la mafia : ¿ cómo evitar que se revele un secreto que sólo conocen dos personas ? ,Sing,obj,Masc,6,la que pierde en la soberbia la prudencia y olvida los dilemas de la mafia : ¿ cómo evitar que se revele un secreto que sólo conocen dos personas ? ,Plur
9818,partido,12,12,11,10,Le hizo 22 a Washington Wizards en el que fue su mejor partido como novato . ,Sing,nsubj,Masc,4,Le hizo 22 a Washington Wizards en el que fueron sus mejor partidos como novato . ,Plur
9818,novato,14,14,-1,-1,Le hizo 22 a Washington Wizards en el que fue su mejor partido como novato . ,Sing,obl,Masc,3,Le hizo 22 a Washington Wizards en el que fue su mejor partido como novatos . ,Plur
9819,pega,1,1,-1,0,La pega es que el servicio no esta a la altura porque estan acostumbrados a touroperadores y tratan a todo el mundo como ganado . ,Sing,root,Fem,26,Las pegas son que el servicio no esta a la altura porque estan acostumbrados a touroperadores y tratan a todo el mundo como ganado . ,Plur
9820,sentido,2,2,-1,1,"En este sentido pues , la capacidad en derecho se subdivide en capacidad de goce ( la aptitud jurídica para ser titular de derechos subjetivos , comúnmente denominada también como capacidad jurídica ) y capacidad de ejercicio o de obrar activa o pasiva ( aptitud jurídica para ejercer derechos y contraer obligaciones sin asistencia ni representación de terceros , denominada también como capacidad de actuar ) . ",Sing,obl,Masc,6,"En estos sentidos pues , la capacidad en derecho se subdivide en capacidad de goce ( la aptitud jurídica para ser titular de derechos subjetivos , comúnmente denominada también como capacidad jurídica ) y capacidad de ejercicio o de obrar activa o pasiva ( aptitud jurídica para ejercer derechos y contraer obligaciones sin asistencia ni representación de terceros , denominada también como capacidad de actuar ) . ",Plur
9820,capacidad,6,6,-1,5,"En este sentido pues , la capacidad en derecho se subdivide en capacidad de goce ( la aptitud jurídica para ser titular de derechos subjetivos , comúnmente denominada también como capacidad jurídica ) y capacidad de ejercicio o de obrar activa o pasiva ( aptitud jurídica para ejercer derechos y contraer obligaciones sin asistencia ni representación de terceros , denominada también como capacidad de actuar ) . ",Sing,nsubj,Fem,5,"En este sentido pues , las capacidades en derecho se subdividen en capacidad de goce ( la aptitud jurídica para ser titular de derechos subjetivos , comúnmente denominada también como capacidad jurídica ) y capacidad de ejercicio o de obrar activa o pasiva ( aptitud jurídica para ejercer derechos y contraer obligaciones sin asistencia ni representación de terceros , denominada también como capacidad de actuar ) . ",Plur
9822,material,11,12,10,-1,El nuevo Número 10 consistió en un 60 % de nuevos materiales ; ,Plur,nmod,Masc,4,El nuevo Número 10 consistió en un 60 % de un nuevo un material ; ,Sing
9826,batalla,6,5,7,5,"Fabio , que había evitado una batalla campal con Aníbal se encontraba con éste , que ahora tenía que hacer lo mismo porque habría tenido que asaltar las posiciones fortificadas romanas directamente . ",Sing,obj,Fem,4,"Fabio , que había evitado batallas campal con Aníbal se encontraba con éste , que ahora tenía que hacer lo mismo porque habría tenido que asaltar las posiciones fortificadas romanas directamente . ",Plur
9826,mismo,21,21,-1,20,"Fabio , que había evitado una batalla campal con Aníbal se encontraba con éste , que ahora tenía que hacer lo mismo porque habría tenido que asaltar las posiciones fortificadas romanas directamente . ",Sing,obj,Masc,3,"Fabio , que había evitado una batalla campal con Aníbal se encontraba con éste , que ahora tenía que hacer lo mismos porque habría tenido que asaltar las posiciones fortificadas romanas directamente . ",Plur
9826,posición,28,28,30,27,"Fabio , que había evitado una batalla campal con Aníbal se encontraba con éste , que ahora tenía que hacer lo mismo porque habría tenido que asaltar las posiciones fortificadas romanas directamente . ",Plur,obj,Fem,5,"Fabio , que había evitado una batalla campal con Aníbal se encontraba con éste , que ahora tenía que hacer lo mismo porque habría tenido que asaltar la posición una fortificada una romana directamente . ",Sing
9827,año,3,4,-1,-1,"Después de dos años girando , ¿ echáis de menos el tiempo en que todo era más de estar por casa ? ",Plur,obl,Masc,3,"Después de dos un año girando , ¿ echáis de menos el tiempo en que todo era más de estar por casa ? ",Sing
9827,tiempo,11,11,-1,10,"Después de dos años girando , ¿ echáis de menos el tiempo en que todo era más de estar por casa ? ",Sing,obj,Masc,12,"Después de dos años girando , ¿ echáis de menos los tiempos en que todo era más de estar por casa ? ",Plur
9829,orden,5,5,-1,4,"Inmediatamente , Joe da la orden de búsqueda y captura para atrapar a Stewie , pero los resultados de él y su equipo son infructuosos . ",Sing,obj,Fem,11,"Inmediatamente , Joe da las órdenes de búsqueda y captura para atrapar a Stewie , pero los resultados de él y su equipo son infructuosos . ",Plur
9829,resultado,17,17,-1,16,"Inmediatamente , Joe da la orden de búsqueda y captura para atrapar a Stewie , pero los resultados de él y su equipo son infructuosos . ",Plur,nsubj,Masc,8,"Inmediatamente , Joe da la orden de búsqueda y captura para atrapar a Stewie , pero el resultado de ellos y su equipo es un infructuoso . ",Sing
9832,sitio,6,6,-1,-1,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Sing,obj,Masc,2,"Es excesivamente caro , no hay sitios en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Plur
9832,clase,9,9,-1,8,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Plur,obl,Fem,4,"Es excesivamente caro , no hay sitio en la clas , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Sing
9832,sitio,13,13,-1,-1,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Sing,obj,Masc,2,"Es excesivamente caro , no hay sitio en las clases , para cojer sitios hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Plur
9832,minuto,18,19,-1,-1,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 minutos antes , en la piscina no hay sitio ni en el spa . ",Plur,nmod,Masc,3,"Es excesivamente caro , no hay sitio en las clases , para cojer sitio hay que llegar 30 un minuto antes , en la piscina no hay sitio ni en el spa . ",Sing
